Upload Image 1,hl1,Upload Image 2,hl2,Upload Image 3,hl3,Upload Image 4,hl4,Upload Image 5,hl5,Generated Video,flag,username,timestamp
C:\Users\pranj\Downloads\DaasChallenge\lablab\gradio_interfaces\flagged\Upload Image 1\997746389b8f9832546fa5f146170804fc6f8347\tmpypbop1xe.jpg,Foreign Minister S Jaishankar calls out Canada's apathy towards Khalistan terrorism,C:\Users\pranj\Downloads\DaasChallenge\lablab\gradio_interfaces\flagged\Upload Image 2\4ba5a395d9dbbb605685a0018083095da59c23b1\tmpzzey_3j1.jpg,India raises alarm over inaction by Canada on Khalistan terror during QUAD meet,C:\Users\pranj\Downloads\DaasChallenge\lablab\gradio_interfaces\flagged\Upload Image 3\5805e4136f17df598593551c53236f8fa1f5b0cc\tmp6ntddbes.jpg,S Jaishankar puts Canada in the spotlight for being a 'terror haven',,,,,C:\Users\pranj\Downloads\DaasChallenge\lablab\gradio_interfaces\flagged\Generated Video\836597ff70388afb119ff1bc08b25b94e6b21f0c\output_with_music.mp4,,,2023-09-24 17:07:19.024278
